IRIS;LIBIRIS;COM;LIBCOM;DEC_PIMP14;DEC_TP6014;DEC_Q114;DEC_MED14;DEC_Q314;DEC_EQ14;DEC_D114;DEC_D214;DEC_D314;DEC_D414;DEC_D614;DEC_D714;DEC_D814;DEC_D914;DEC_RD14;DEC_S80S2014;DEC_GI14;DEC_PTSA14;DEC_PCHO14;DEC_PBEN14;DEC_PPEN14;DEC_PAUT14;note
422180401;Chavanelle;42218;Saint-ƒtienne;53,6;29,9;10196;18176;28200;1;4278;8198;12238;15190;21154;25440;31682;42736;10;12,7;0,4;50,4;3,2;6,6;33,7;6,1;0
422180402;Badouillere Est-Charite;42218;Saint-ƒtienne;60,8;19,3;15044;23230;34514;0,8;7522;12379;16588;19739;26890;31670;37972;48680;6,5;8,5;0,4;51;2,6;8,7;30,7;7;0
422180403;Badouillere Ouest;42218;Saint-ƒtienne;57,8;20,7;14356;21352;30420;0,8;6086;11944;15972;18702;23882;27666;32542;41142;6,8;8;0,3;52,4;2,8;5,2;32,6;7;0
422180404;Saint-Roch;42218;Saint-ƒtienne;37,7;44,1;6594;14312;21620;1;1212;5328;8274;11306;16720;19866;23713;30438;25,1;17,5;0,4;59,7;5,8;5;25,9;3,6;0
422180501;Collines des Peres;42218;Saint-ƒtienne;47,4;37,2;7820;15948;24048;1;1934;6618;9430;13578;18960;22114;26696;33532;17,3;15,8;0,4;62;5,2;3,9;26,1;2,8;0
422180502;Tardy;42218;Saint-ƒtienne;35,2;48,5;6102;12606;20132;1,1;1244;4728;7228;9870;15220;18364;22210;27828;22,4;19,2;0,4;53,8;6,6;4,6;31,6;3,4;0
422180601;Beaubrun;42218;Saint-ƒtienne;24,2;63,9;3648;9052;15439;1,3;0;2218;4960;6588;11334;13964;17196;22002;;66,5;0,5;53,4;7,1;2,1;34,8;2,6;0
422180602;Severine;42218;Saint-ƒtienne;30,1;60,7;4702;10010;17688;1,3;662;3600;6072;8322;11926;15606;19764;23926;36,1;22,3;0,4;59,1;9,2;1,3;28,6;1,8;0
422180603;Couriot-Tarentaise;42218;Saint-ƒtienne;29,2;59,1;4774;9680;17226;1,3;504;3351;5789;7640;12418;15407;18944;24456;48,5;25;0,4;53,1;5,9;1,3;37,2;2,5;0
422180701;Grand Clos;42218;Saint-ƒtienne;45,1;34,1;9412;16304;22562;0,8;3916;7946;10972;13712;18504;21054;24558;30316;7,7;8,7;0,3;51,4;3,8;1,5;41,2;2,1;0
422180702;Montaud;42218;Saint-ƒtienne;57,9;23,9;12454;20467;27618;0,7;6574;10926;14116;17472;23164;26224;29814;37128;5,6;7,4;0,4;54,8;3,5;5,2;31,6;4,9;0
422180801;Carnot;42218;Saint-ƒtienne;51,3;30,7;10306;17160;24702;0,8;4146;8536;11886;14680;19924;23060;26806;34370;8,3;9,3;0,4;58,5;3,8;2,6;31,7;3,4;0
422180802;Foch;42218;Saint-ƒtienne;58;20,4;14086;20342;29134;0,7;8126;12048;15758;18044;22946;26756;32780;41792;5,1;6,8;0,3;42,8;2,4;3,8;44,7;6,3;0
422180803;Bergson;42218;Saint-ƒtienne;53,6;21,6;13152;18424;24922;0,6;6716;11674;14816;16660;20706;23132;26736;31930;4,8;5,6;0,3;47,4;3,2;1,8;45,6;2;0
422180804;Barra Revoilier;42218;Saint-ƒtienne;56,8;24,3;12422;19006;26626;0,7;6934;10888;14288;16582;21432;24420;28706;35386;5,1;7;0,3;54,2;2,8;3,4;34,9;4,7;0
422180805;La Terrasse-Etivaliere-Grouchy;42218;Saint-ƒtienne;58,5;19,7;13754;20488;26390;0,6;8084;12256;15114;17800;22356;25096;28268;34816;4,3;6;0,3;55,2;2,7;1,6;37,5;3;0
422180901;Le Marais-Meons-Grangeneuve;42218;Saint-ƒtienne;44,6;31,8;10294;16500;21712;0,7;5272;8932;11646;14338;18840;20710;23482;28066;5,3;7,2;0,3;61;5,8;1,9;30,2;1,1;0
422181001;Le Treyve-Puits Thibaud;42218;Saint-ƒtienne;33,4;54,8;5188;10744;18498;1,2;420;3916;6824;8456;13412;17090;20316;25594;60,9;25;0,4;57;5,7;2,5;32,5;2,3;0
422181002;Le Soleil;42218;Saint-ƒtienne;37,8;43,2;7038;13682;19934;0,9;1334;5786;8260;11342;16094;18458;21634;26834;20,1;15,6;0,4;58,1;5,2;1,7;31,6;3,4;0
422181101;Chataucreux;42218;Saint-ƒtienne;44,9;40;8354;14992;22746;1;2394;6406;9158;12222;18344;21251;24902;30099;12,6;13,2;0,4;63,4;4,5;3,4;26,3;2,4;0
422181102;Saint-Francois-Giron;42218;Saint-ƒtienne;48,7;39,3;7346;15722;24856;1,1;1362;5910;9310;12618;18910;22644;27396;32884;24,1;17,7;0,4;54,1;4,7;2,4;34,9;3,9;0
422181103;Montat-La Verrerie;42218;Saint-ƒtienne;48,8;33,2;9084;16526;23295;0,9;4028;7386;10854;13826;19398;22012;25328;30776;7,6;9,1;0,3;56,1;4,8;3,3;32,9;2,9;0
422181104;Monthieu;42218;Saint-ƒtienne;41,7;38,8;7996;15168;21968;0,9;1654;6716;9284;12488;17790;20508;23810;29042;17,6;14,1;0,4;57,4;4,7;1,9;33,3;2,7;0
422181201;La Richelandiere;42218;Saint-ƒtienne;55,9;20,5;13488;19696;26394;0,7;6992;11974;15132;17432;21930;24534;28108;34648;5;6,2;0,3;52,4;2,5;3,9;38;3,2;0
422181202;Les Ovides;42218;Saint-ƒtienne;41,6;33;10545;15622;21052;0,7;6308;9246;11830;13614;17970;19914;22462;27214;4,3;6,8;0,3;53;4,4;0,7;35,5;6,4;0
422181203;Montplaisir;42218;Saint-ƒtienne;49,4;25,2;12064;18158;24038;0,7;6644;10586;13648;15770;19774;22456;26422;31232;4,7;6,1;0,3;51,6;2,9;1,7;40,9;2,9;0
422181301;Beaulieu;42218;Saint-ƒtienne;33,8;46,2;7248;13327;19476;0,9;2136;5746;7902;10392;15438;18346;21204;28184;13,2;13,5;0,4;50,9;5,5;2,4;38,5;2,7;0
422181302;Lassaigne;42218;Saint-ƒtienne;47,6;27;11298;17830;25498;0,8;4328;9311;12904;15221;20476;23458;28076;36288;8,4;10,5;0,4;52,2;3,7;4,7;34,9;4,5;0
422181303;Montchovet;42218;Saint-ƒtienne;37;44,3;7846;13850;21620;1;2520;6456;9326;11626;17324;20058;23408;29120;11,6;12,9;0,4;56,5;4,1;2,5;35,1;1,8;0
422181304;La Marandiniere;42218;Saint-ƒtienne;32,7;55,3;5518;10452;18056;1,2;924;4366;6302;8424;13822;16894;19502;25496;27,6;20,2;0,4;49,3;6,1;1;42,1;1,5;0
422181401;La Dame Blanche;42218;Saint-ƒtienne;60,9;26,7;11662;19252;29198;0,9;5052;9198;13246;16662;22928;27416;31154;36878;7,3;9,5;0,4;53,7;3,9;3,8;36,3;2,3;0
422181402;Villeboeuf;42218;Saint-ƒtienne;66,1;14,1;16232;23326;32418;0,7;10154;14890;17358;19992;26582;30250;35700;50018;4,9;7,4;0,4;52,2;2,2;9,5;28,5;7,6;0
422181403;Fauriel-Le Platon;42218;Saint-ƒtienne;66,5;17,8;15090;22608;32368;0,8;6910;13060;16986;19718;25984;29356;35910;44624;6,5;8;0,4;50,3;2;6,5;35,2;6;0
422181404;Fauriel-Rond Point;42218;Saint-ƒtienne;66,9;13,9;16628;23062;31836;0,7;9186;15164;18134;20634;26188;29582;34208;45028;4,9;5,9;0,3;40,8;1,9;4,2;46,5;6,6;0
422181405;La Vivaraise;42218;Saint-ƒtienne;56,8;20,1;13876;19682;27328;0,7;6824;12188;15508;17560;22306;25202;30102;37576;5,5;6,6;0,3;66,3;3,8;3,4;23,2;3,3;0
422181406;Sainte-Chapelle;42218;Saint-ƒtienne;55;23,5;12864;20870;32074;0,9;5490;11218;14878;18102;23660;28456;35674;46476;8,5;11,7;0,4;60,4;3,2;5,9;26,4;4,1;0
422181501;Bizillon-Charcot Ouest;42218;Saint-ƒtienne;47,6;34,8;9072;16924;24854;0,9;2032;7218;10764;13586;20084;23314;27354;35562;17,5;16,4;0,4;52,8;3,5;3,7;36,2;3,8;0
422181502;Centre Deux-Trefilerie;42218;Saint-ƒtienne;58;24,3;12354;20533;28568;0,8;7330;11318;15014;17702;22884;26116;30826;40096;5,5;7;0,3;46,3;3;3,1;43;4,6;0
422181503;Centre Deux-Preher;42218;Saint-ƒtienne;42,2;47,4;6620;13084;22114;1,2;1396;5025;7706;10476;16128;20148;23932;30442;21,8;21,3;0,4;45,2;3,5;5,2;43,5;2,6;0
422181601;Montferre;42218;Saint-ƒtienne;41,9;43,3;7774;14351;21327;0,9;3128;6122;9404;11590;16702;19884;23506;29012;9,3;12,9;0,4;55,7;4,6;2,1;35,9;1,7;0
422181602;La Cotonne;42218;Saint-ƒtienne;44,5;41;8194;14844;22528;1;3496;6612;9322;11816;17720;20838;24812;31276;8,9;12,1;0,4;59,9;4,7;3,5;28,5;3,4;0
422181701;Bel Air-Momey-Le Golf;42218;Saint-ƒtienne;67,5;13,8;16714;25406;36520;0,8;10374;14920;17792;21456;28810;33996;40360;52704;5,1;8,5;0,4;56,3;2;7,3;22,8;11,6;0
422181702;Cote Chaude-Michon;42218;Saint-ƒtienne;50;30,7;10392;17376;25596;0,9;4990;8974;11942;14700;20472;23514;27966;35126;7;9,3;0,4;54,9;4,2;4,7;32,7;3,5;0
422181801;Saint-Saens-La Petite Berarde;42218;Saint-ƒtienne;28,4;58,8;5390;10076;16732;1,1;1352;4228;6242;8106;12366;14884;18682;24400;18;17;0,4;57,5;7,2;1,2;32;2,1;0
422181802;Les Castors;42218;Saint-ƒtienne;31,8;46,5;7152;13256;18448;0,9;1680;6060;8204;11018;14842;17350;20314;25668;15,3;13,5;0,4;52,7;4,3;1,8;39,6;1,6;0
422181803;Chabrier-Forum;42218;Saint-ƒtienne;;59,4;5526;10838;16074;1;1556;4784;6684;8092;12394;14558;17066;20576;13,2;12,8;0,4;;;;;;0
422181804;Gounod;42218;Saint-ƒtienne;22,4;62,6;5306;9844;15314;1;686;3990;6354;7985;11574;13794;16850;20226;29,5;17,5;0,4;52,8;6,9;1,1;38,5;0,7;0
422181805;La Chevre-La Batie-La Girardiere;42218;Saint-ƒtienne;48,4;34,3;9420;16272;23176;0,8;4232;7940;11048;13540;18818;21608;24318;30194;7,1;8,7;0,3;60,5;4,9;2,2;30,5;1,9;0
422181901;Haut de Terrenoire-Bois d'Avaize;42218;Saint-ƒtienne;48;31,3;10262;16898;23612;0,8;4186;8488;11856;14646;19316;22118;25496;30652;7,3;9;0,3;58,9;4,3;2,5;30,8;3,5;0
422181902;Terrenoire Centre;42218;Saint-ƒtienne;40,8;36,8;9512;15598;21758;0,8;4130;8048;10892;12796;17732;20284;23642;28598;6,9;8,8;0,3;56,4;4,5;1,4;34,7;3;0
422181903;Terrenoire Sud;42218;Saint-ƒtienne;65,7;15,3;15882;21872;29992;0,6;8938;13996;17018;19790;24506;27854;32016;38786;4,3;5,3;0,3;60,5;2,7;5,4;26,5;4,9;0
422182001;Parc de l'Europe Est;42218;Saint-ƒtienne;51,3;35,6;7700;17025;25036;1;2838;6544;9796;13554;20350;23514;26850;33068;11,7;14,5;0,4;51;3,3;4,9;39;1,8;0
422182002;La Palle;42218;Saint-ƒtienne;31,3;44,9;7174;13348;18464;0,8;2822;6280;8362;10930;15216;16994;19954;23672;8,4;10;0,3;;;;;;0
422182003;Parc de l'Europe;42218;Saint-ƒtienne;53,5;24,1;12798;19309;26124;0,7;6802;11170;14424;16784;21998;24410;28262;33862;5;6,4;0,3;46,3;2,5;2;46,8;2,4;0
422182004;Le Portail Rouge;42218;Saint-ƒtienne;61,2;23,8;13220;20644;29146;0,8;5710;10720;15216;17452;23324;26926;31566;40794;7,1;9,6;0,4;51,6;2,9;4;37,6;3,9;0
422182005;La Metare;42218;Saint-ƒtienne;56,7;20,5;13582;19910;27522;0,7;8530;11912;14754;17506;22552;25348;29578;37556;4,4;5,9;0,3;51,2;2,4;4,7;38,4;3,3;0
422182101;Valbenoite;42218;Saint-ƒtienne;42,4;36,9;8882;15554;22068;0,8;3422;7462;10392;12958;17722;20740;24286;29848;8,7;10,4;0,4;51,3;4,1;3,1;38,7;2,8;0
422182102;La Riviere;42218;Saint-ƒtienne;41,8;38,4;8536;15616;22270;0,9;3082;7242;9888;12564;17854;20762;24150;28960;9,4;11;0,4;54,5;4,5;1,5;36,5;3;0
422182103;Valfuret-Cret du Loup-Le Bernay;42218;Saint-ƒtienne;58;22,7;12776;19676;26548;0,7;6350;11222;14698;17352;21974;24360;28414;33874;5,3;7;0,3;59,8;2,8;4,8;29,7;2,9;0
422182201;Bellevue;42218;Saint-ƒtienne;49,9;29,3;10716;17782;24448;0,8;4554;8878;12468;15234;20160;23020;26532;33064;7,3;9,1;0,4;44,4;3,1;2,2;47;3,3;0
422182202;Bellevue-Hopital;42218;Saint-ƒtienne;57,8;20;13802;19772;26390;0,6;7294;12160;15460;17632;22144;24840;29232;36354;5;7;0,3;51;2,6;5;38,3;3,1;0
422182204;Le Mont-La Jomayere;42218;Saint-ƒtienne;53,1;28,4;11324;18346;24834;0,7;5118;9684;12620;15806;20618;23072;27034;32226;6,3;8,1;0,3;55,6;3,2;4;33,5;3,7;0
422182205;Solaure Nord;42218;Saint-ƒtienne;36,4;43,6;7242;13978;20480;0,9;2298;6108;8654;11362;16646;19136;22150;27364;11,9;11,5;0,4;53,5;5;1,6;38,3;1,6;0
422182206;Jomayere-Beraudiere;42218;Saint-ƒtienne;57,5;21,3;13520;20550;26538;0,6;7548;11892;15360;17654;22730;25068;28600;35642;4,7;6;0,3;62,6;2,9;4,2;28,2;2,1;0
422182301;Saint-Victor;42218;Saint-ƒtienne;76,3;7,2;18890;25284;34086;0,6;14076;17494;20276;22906;28268;31202;36854;48014;3,4;4,6;0,3;60,8;2;7;24,4;5,8;0
422790101;Le Bourg-Nord Est;42279;Saint-Just-Saint-Rambert;57,3;18,7;14102;20534;27614;0,7;8040;12678;15368;17722;23002;25888;29632;35798;4,5;5,7;0,3;60,6;2,6;4,7;27,2;4,9;0
422790102;Petite Couronne;42279;Saint-Just-Saint-Rambert;;;14824;21752;29506;0,7;8990;13146;16706;19148;24432;27852;31814;39188;4,4;5,7;0,3;61,6;2,6;5,7;24;6,1;0
422790103;Grande Couronne;42279;Saint-Just-Saint-Rambert;71,5;9,1;17611;24275;32122;0,6;12844;16182;18812;21452;26412;29652;35182;42704;3,3;4,5;0,3;57,5;2,4;6,1;27,3;6,7;0
422790201;Collonges-Avernay-Sud;42279;Saint-Just-Saint-Rambert;75,7;8,6;19188;26538;36630;0,7;12984;17390;20644;23698;29820;34038;40305;51998;4;5,1;0,3;58,2;1,9;9,5;23,6;6,8;0
422790202;Centre-Loire;42279;Saint-Just-Saint-Rambert;64,5;14,5;15946;22478;30818;0,7;9776;14353;17502;19826;25046;28652;34094;44974;4,6;6,7;0,4;56;2,5;7,3;26,8;7,4;0
431570101;Guitard-Roche Arnaud;43157;Le Puy-en-Velay;48;36,8;8450;15890;24244;1;3371;7180;10104;12972;18896;22092;26636;33710;10;13,1;0,4;51,3;4,2;5,4;34,4;4,7;0
431570103;Taulhac;43157;Le Puy-en-Velay;;;13196;19774;27518;0,7;7532;11744;14772;17306;22860;25660;30038;35908;4,8;6,3;0,3;55,1;2,3;5,6;31,8;5,2;0
431570104;Val Vert;43157;Le Puy-en-Velay;38,1;44;6148;13878;20652;1;416;4182;7774;11036;16512;19120;22364;27846;66,9;23,7;0,4;44,6;4;2,4;45,8;3,2;0
431570105;Breuil-Carmes;43157;Le Puy-en-Velay;46,3;32,7;10406;16747;23670;0,8;3754;8718;11394;14034;19114;21948;26664;35338;9,4;10,8;0,4;40,1;3;4,5;46,9;5,5;0
431570106;Carnot-Capucins;43157;Le Puy-en-Velay;58,6;20,9;13598;20800;29442;0,8;6984;11784;15210;18140;23324;27346;33322;43900;6,3;8,7;0,4;49,2;2,2;10,3;31,7;6,6;0
431570107;Centre Historique;43157;Le Puy-en-Velay;36,8;43;7144;14156;21874;1;920;5634;8326;11216;16945;19746;23838;31642;34,4;22,5;0,4;58;5;6;25,5;5,5;0
431570108;Saint-Jean-Republique;43157;Le Puy-en-Velay;49,2;29,5;10786;17372;24910;0,8;4584;9138;12270;14980;20078;23202;27496;33856;7,4;9,2;0,4;45,2;2,9;5;40,7;6,2;0
440200101;Le Bourg;44020;Bouguenais;53,6;26,9;11654;18460;25682;0,8;5666;10388;13172;15724;21000;23776;28040;34518;6,1;7,1;0,3;67,9;3,8;1,8;22,7;3,8;0
440200102;La Croix-Jeannette;44020;Bouguenais;;;14006;20168;26142;0,6;6822;11702;15272;17418;22196;24656;27376;31522;4,6;5,6;0,3;68,6;3,4;0,9;25,6;1,5;0
440200103;Les Cou‘ts-Ouest;44020;Bouguenais;57,4;18,7;14182;20552;27504;0,6;8250;12590;15986;18544;22878;25488;29952;36030;4,4;5,4;0,3;58,6;3,1;3,2;32;3,1;0
440200104;Les Cou‘ts-Est;44020;Bouguenais;60;15,9;14828;21230;28206;0,6;9152;13424;16042;18898;23825;26500;30102;37576;4,1;5,1;0,3;69;3,3;3,4;21,8;2,5;0
440200105;Les Cou‘ts-Sud;44020;Bouguenais;68,7;9,7;17648;22830;29296;0,5;12246;15926;18772;20712;25030;27864;30798;37392;3,1;3,6;0,2;66,7;2,8;2,6;24,6;3,3;0
440200106;Centre Economique;44020;Bouguenais;67;;16382;20806;26078;0,5;12328;15360;17392;18960;22896;25434;28388;34598;2,8;3,6;0,2;63;3,5;1,7;27,9;3,9;0
440200107;Bouguenais-Ouest;44020;Bouguenais;69,9;8,9;17494;23004;29682;0,5;12956;16104;18798;21078;25540;28168;31768;38864;3;3,9;0,3;67,7;2,6;4,3;20,6;4,8;0
440260101;Mairie- Charbonneau;44026;Carquefou;66,7;10,9;17500;23356;32238;0,6;11828;15938;18728;20882;26060;29806;35042;41270;3,5;4,3;0,3;67,7;2,8;3,7;20,9;4,9;0
440260102;Bois Saint-Lys-Florigny;44026;Carquefou;69,3;9,6;17760;25092;34882;0,7;12342;16140;19566;22406;28276;31886;38322;47298;3,8;5;0,3;67,8;2,2;3,2;20,3;6,5;0
440260103;Madeleine;44026;Carquefou;80,6;;20956;27040;34090;0,5;15564;19446;22160;24634;29660;32454;36338;42240;2,7;3,2;0,2;59,2;2,5;2,2;33,1;3;0
440260104;Le Housseau;44026;Carquefou;;;23406;30018;41166;0,6;17634;21684;24696;27384;33002;37348;45182;57830;3,3;4,3;0,3;60,4;1,7;4,5;23,4;10;0
440260107;Fleuriaye-Souchais;44026;Carquefou;72,5;10,6;18584;25954;34826;0,6;11734;16840;20380;23144;29158;32234;37646;45998;3,9;4,8;0,3;79,3;3;3,2;10,7;3,8;0
440260108;Carquefou Est-Hors agglo;44026;Carquefou;72,1;;18826;24960;32784;0,6;14016;17406;20030;22608;27522;30670;35670;44004;3,1;4,5;0,3;65,6;2,2;5,1;16,9;10,2;0
440350101;Centre ville;44035;La Chapelle-sur-Erdre;63,3;9;17300;23688;31716;0,6;12484;15998;18594;21092;26446;29392;34120;39708;3,2;4,1;0,3;56;2,3;2,2;35,3;4,2;0
440350102;Plessis-Coutancière;44035;La Chapelle-sur-Erdre;68;13,6;16604;23718;32042;0,7;9896;14522;18202;21066;26698;29836;34346;41822;4,2;5;0,3;72,6;2,6;2,6;18,7;3,5;0
440350103;Bords de l'Erdre;44035;La Chapelle-sur-Erdre;82,9;;23574;32812;43044;0,6;17674;21698;25758;29202;36284;40096;45956;56360;3,2;4,2;0,3;57,6;2,1;4;27,7;8,6;0
440350104;Nord-Ouest;44035;La Chapelle-sur-Erdre;70,3;10,5;18488;24352;33950;0,6;11952;16624;19826;22126;27808;31254;36728;45530;3,8;4,6;0,3;75,1;3;3,1;15,4;3,4;0
440350105;Ouest Gesvres;44035;La Chapelle-sur-Erdre;78,4;;22256;29220;37980;0,5;16310;20328;23396;26378;32270;35788;41056;48368;3;3,7;0,3;71,7;2,2;3,3;18,1;4,7;0
440350106;C™te-Azal_s-Beausoleil;44035;La Chapelle-sur-Erdre;76,1;;19680;26594;33956;0,5;14368;17870;21270;24158;29512;31940;36386;43374;3;3,8;0,3;64,3;2,2;3;25,7;4,8;0
440350107;Gesvrine Ouest;44035;La Chapelle-sur-Erdre;75,8;;19166;25058;29594;0,4;15198;17892;20228;23206;27154;28642;30724;35116;2,3;2,8;0,2;60,6;1,8;3;32,4;2,2;0
440350108;Gesvrine Est;44035;La Chapelle-sur-Erdre;77;;20434;25298;32578;0,5;16502;19484;21228;23272;27838;30514;34466;41152;2,5;2,9;0,2;61,4;1,9;1,3;32,7;2,7;0
440360101;Centre;44036;Ch‰teaubriant;44,2;30,3;10932;16686;23450;0,8;4660;9346;12084;14638;18966;21618;25470;33168;7,1;9,1;0,4;50,3;3,2;7,9;34,2;4,4;0
440360102;Ville aux Roses;44036;Ch‰teaubriant;;;6532;13810;20808;1;2590;5268;8112;11090;16494;19280;23012;29290;11,3;15,1;0,4;41,9;3,5;6,1;45,1;3,4;0
440360103;B_r_-Choisel-Borderie-Vitr_;44036;Ch‰teaubriant;54,6;22,1;13020;18779;25466;0,7;7384;11592;14610;16920;21010;23710;27962;33886;4,6;6,1;0,3;55,2;2,5;6,5;30;5,8;0
440360104;Renac;44036;Ch‰teaubriant;47,6;24,3;12502;17884;22774;0,6;6822;10522;13778;16016;19520;21640;24232;29334;4,3;5,4;0,3;53,7;3,5;3;36,9;2,9;0
440470101;H™tel de ville;44047;Cou‘ron;52,9;19,6;13536;19132;26016;0,7;8458;12438;14876;16952;21308;24414;27892;33240;3,9;5;0,3;70,3;3,8;4,2;19,3;2,4;0
440470102;La No_ Saint-Jean;44047;Cou‘ron;60,4;11,8;15942;21230;27428;0,5;11230;14728;17258;19262;23234;26098;28980;34700;3,1;3,6;0,2;73,5;2,8;1,8;20,3;1,6;0
440470103;Les Ardillets;44047;Cou‘ron;61,2;13;15540;21364;27000;0,5;11244;14458;16972;19324;23558;25836;29046;34150;3;3,7;0,2;70,1;2,5;1,6;24,6;1,2;0
440470201;Port Launay;44047;Cou‘ron;64,9;9,7;16964;21974;28154;0,5;12312;15700;17904;20142;24276;26380;30010;35660;2,9;3,5;0,2;74;2,5;3;18,5;2;0
440470202;Erdurière;44047;Cou‘ron;;;18204;23462;31222;0,6;13754;17006;19032;21144;25886;29430;33282;39320;2,9;4;0,3;63,3;2,7;4,8;24,9;4,3;0
440470301;Chabossière Nord;44047;Cou‘ron;68,2;9,6;17436;22822;29880;0,5;12402;16230;18496;20570;25322;28342;31532;36782;3;3,6;0,2;62,9;2;2,2;30,3;2,6;0
440470302;Chabossière Sud;44047;Cou‘ron;63,4;11,1;16798;21586;27408;0,5;11334;15344;18022;19574;23768;25992;28866;33948;3;3,6;0,2;64,3;3,4;2,3;27,8;2,2;0
440550101;La Baule les Pins;44055;La Baule-Escoublac;73,1;9,4;19836;31682;47702;0,9;13202;18144;21478;26750;36828;44410;51848;69972;5,3;7,8;0,4;25,1;1,2;7,3;48,2;18,2;0
440550102;Centre-Beno”t;44055;La Baule-Escoublac;69,4;11,7;17836;30892;50220;1;11000;15866;20128;24698;37144;45758;55584;75326;6,8;9,7;0,4;20,7;1,4;7,3;49,3;21,3;0
440550103;Gare-Grand Clos;44055;La Baule-Escoublac;65,9;13,2;16484;24346;36172;0,8;10858;14608;17846;20884;28560;33780;39948;50948;4,7;6,2;0,3;30,8;2,3;2,5;54;10,4;0
440550104;Beslon;44055;La Baule-Escoublac;;;14144;20894;29724;0,7;8540;12688;15528;18325;23821;27510;32450;42856;5;6,6;0,3;44,1;3,4;6,5;39,3;6,7;0
440550105;Escoublac;44055;La Baule-Escoublac;69,1;10,5;17474;24996;35424;0,7;11826;16064;19168;21858;28216;32338;38504;50870;4,3;5,4;0,3;48;2,6;9,1;32,7;7,6;0
440550106;Le Gu_zy;44055;La Baule-Escoublac;70,3;9,8;18450;26310;37308;0,7;12378;16798;20026;23196;30106;34582;40392;49890;4;5,2;0,3;43,4;2,8;7,3;38,2;8,3;0
440690101;Le Centre;44069;Gu_rande;56,8;15,6;14838;20513;28062;0,6;10196;13386;15718;17858;22668;26162;30964;40378;4;5,2;0,3;47,8;3,3;7,9;33,6;7,4;0
440690102;Kerjeanne;44069;Gu_rande;;;16864;23056;32112;0,7;10560;15468;18036;20454;25702;29804;34354;44526;4,2;5,1;0,3;53,4;2,6;7,2;29,4;7,4;0
440690103;Lechet;44069;Gu_rande;56,1;20,9;13430;19612;27226;0,7;8172;12020;14446;17238;22568;25152;28848;34440;4,2;5,6;0,3;52;3,6;4,2;36,3;3,9;0
440690105;Saill_ la Nantaise;44069;Gu_rande;69,8;11,8;17078;24450;37176;0,8;11304;15134;18518;21286;27250;33656;42416;53438;4,7;6,8;0,4;41;2,8;9,7;32,4;14,1;0
440690106;Le Marais;44069;Gu_rande;63,6;12,7;16114;22714;31710;0,7;10914;14951;17699;20121;25824;29630;34148;43996;4;5,3;0,3;54,6;3,4;8,9;25,5;7,6;0
440690107;Madeleine-Poissevin;44069;Gu_rande;68,4;11;16702;22440;29904;0,6;11782;15224;18132;20188;25328;28238;32100;39558;3,4;4,2;0,3;60,3;3,5;7,3;22,5;6,4;0
441090101;Dobr_e-Bon Port;44109;Nantes;68,4;13,6;17426;28154;41318;0,8;10032;15450;19866;24016;32524;37798;45390;61532;6,1;8,5;0,4;54;2,7;8,4;25,8;9,1;0
441090102;Gloriette-Feydeau;44109;Nantes;67,8;;16502;27698;41384;0,9;9244;14064;19422;23780;33408;37612;45542;58662;6,3;8,3;0,4;58,5;3,4;7,8;22,2;8,1;0
441090103;Graslin-Commerce;44109;Nantes;66,6;15,1;16646;27758;41634;0,9;9344;14534;18904;23352;33122;39040;47902;67204;7,2;9,8;0,4;56,8;3,2;11,8;18,3;9,9;0
441090104;Guist'hau;44109;Nantes;74,8;10,4;20516;30864;47140;0,9;11720;18097;22354;25990;36860;43106;52232;69466;5,9;8,7;0,4;45,2;3;11;26,6;14,2;0
441090105;Bretagne;44109;Nantes;64,7;17,7;15692;24362;37838;0,9;7976;13878;17446;20816;29626;35118;41488;53936;6,8;8,5;0,4;60,9;4,1;7,7;20,4;6,9;0
441090106;Decr_-Cath_drale;44109;Nantes;62,4;17,4;15886;24612;37862;0,9;8034;13750;17832;21284;28950;34766;41354;52800;6,6;8,5;0,4;64,9;4,2;8,6;16,4;5,9;0
441090108;Madeleine;44109;Nantes;54;25,2;12084;19646;28750;0,8;5744;10198;13864;16630;22684;26134;31254;38974;6,8;8,5;0,4;76,4;5,2;5,5;10,1;2,8;0
441090109;Champ de Mars;44109;Nantes;61;23,5;12642;20030;28980;0,8;5772;11128;14034;17094;23092;26412;31772;41108;7,1;8,7;0,4;72;4,9;4,3;15,3;3,5;0
441090201;Plessis Cellier-Roche Maurice;44109;Nantes;50,1;30,1;10692;17264;23735;0,8;3918;9330;12156;14816;19868;22550;25676;31590;8,1;9,2;0,3;65,2;4,2;2,4;26,1;2,1;0
441090202;Mendès France;44109;Nantes;37,6;53,5;5292;11526;18803;1,2;1126;4134;6136;8868;14126;17004;20438;24822;22;18,5;0,4;61,2;7,1;1,3;29;1,4;0
441090203;Lauriers;44109;Nantes;28,3;62,6;4678;9108;16006;1,2;452;3092;5596;7150;11250;14170;18380;24354;53,9;28,9;0,5;66,2;8,6;1,6;21,7;1,9;0
441090204;Croix Bonneau-Bourderies;44109;Nantes;34,3;51,4;5884;11954;19538;1,1;928;4832;6974;9354;15062;17662;21734;28648;30,9;22,2;0,4;59,7;6,4;2,8;27,3;3,8;0
441090205;Mairie de Chantenay;44109;Nantes;65,8;13,4;17102;24224;34206;0,7;10310;15279;18894;21346;27628;31104;37880;47786;4,6;6,2;0,3;61;3,1;4,9;23,6;7,4;0
